OBJECTID,index,cx,cy,dx,dy,newX,newY
3988,a-79.2x57.6,-79.2,57.6,17.4786652,5.320314,-96.6786652,52.279686
3989,a-75.6x57.6,-75.6,57.6,18.7182983,5.142614,-94.3182983,52.457386
3990,a-72x57.6,-72,57.6,20.1583481,4.7872063,-92.1583481,52.8127937
3991,a-68.4x57.6,-68.4,57.6,21.559137,4.3487946,-89.959137,53.2512054
3992,a-64.8x57.6,-64.8,57.6,22.5536453,3.8372017,-87.3536453,53.7627983
3993,a-61.2x57.6,-61.2,57.6,23.1133774,3.2193657,-84.3133774,54.3806343
3994,a-57.6x57.6,-57.6,57.6,23.3934387,2.4993568,-80.9934387,55.1006432
3995,a-54x57.6,-54,57.6,23.6058273,1.7155243,-77.6058273,55.8844757
3996,a-50.4x57.6,-50.4,57.6,23.8941666,0.9184242,-74.2941666,56.6815758
3997,a-46.8x57.6,-46.8,57.6,24.3106339,0.1324097,-71.1106339,57.4675903
3998,a-43.2x57.6,-43.2,57.6,24.8366211,-0.6806015,-68.0366211,58.2806015
3999,a-39.6x57.6,-39.6,57.6,25.4450058,-1.5582794,-65.0450058,59.1582794
4000,a-36x57.6,-36,57.6,26.1127472,-2.5393433,-62.1127472,60.1393433
4001,a-32.4x57.6,-32.4,57.6,26.8139244,-3.6637787,-59.2139244,61.2637787
4002,a-28.8x57.6,-28.8,57.6,27.5168983,-4.9755692,-56.3168983,62.5755692
4003,a-25.2x57.6,-25.2,57.6,28.1782959,-6.5279068,-53.3782959,64.1279068
4004,a-21.6x57.6,-21.6,57.6,28.670031,-8.4817795,-50.270031,66.0817795
4005,a-18x57.6,-18,57.6,28.5464516,-11.0122284,-46.5464516,68.6122284
4006,a-14.4x57.6,-14.4,57.6,26.905706,-14.2516312,-41.305706,71.8516312
4007,a-10.8x57.6,-10.8,57.6,22.931945,-17.9803375,-33.731945,75.5803375
4008,a-7.2x57.6,-7.2,57.6,16.6263588,-21.6118454,-23.8263588,79.2118454
4009,a-3.6x57.6,-3.6,57.6,9.0738071,-24.4142212,-12.6738071,82.0142212
4010,a0x57.6,0,57.6,2.3662565,-25.9297318,-2.3662565,83.5297318
4011,a3.6x57.6,3.6,57.6,-2.1388272,-26.3689255,5.7388272,83.9689255
4012,a7.2x57.6,7.2,57.6,-5.8355377,-26.3450684,13.0355377,83.9450684
4013,a10.8x57.6,10.8,57.6,-9.3831417,-25.8997406,20.1831417,83.4997406
4014,a14.4x57.6,14.4,57.6,-12.8342625,-25.0916504,27.2342625,82.6916504
4015,a18x57.6,18,57.6,-16.269928,-23.9356369,34.269928,81.5356369
4016,a21.6x57.6,21.6,57.6,-19.9879631,-22.3638901,41.5879631,79.9638901
4017,a25.2x57.6,25.2,57.6,-24.1186493,-20.1765579,49.3186493,77.7765579
4018,a28.8x57.6,28.8,57.6,-27.6812012,-17.4262299,56.4812012,75.0262299
4019,a32.4x57.6,32.4,57.6,-29.8810287,-14.7103104,62.2810287,72.3103104
4020,a36x57.6,36,57.6,-30.6981583,-12.3439621,66.6981583,69.9439621
4021,a39.6x57.6,39.6,57.6,-30.5372986,-10.3738617,70.1372986,67.9738617
4022,a43.2x57.6,43.2,57.6,-29.9407547,-8.6720032,73.1407547,66.2720032
4023,a46.8x57.6,46.8,57.6,-29.3032257,-7.0700363,76.1032257,64.6700363
4024,a50.4x57.6,50.4,57.6,-28.5082184,-5.5851997,78.9082184,63.1851997
4025,a54x57.6,54,57.6,-27.4899292,-4.261805,81.4899292,61.861805
4026,a57.6x57.6,57.6,57.6,-26.2810196,-3.1405739,83.8810196,60.7405739
4027,a61.2x57.6,61.2,57.6,-24.8803528,-2.2631744,86.0803528,59.8631744
4028,a64.8x57.6,64.8,57.6,-23.2924072,-1.6300797,88.0924072,59.2300797
4029,a68.4x57.6,68.4,57.6,-21.551149,-1.2037567,89.951149,58.8037567
4030,a72x57.6,72,57.6,-19.7384033,-0.9284538,91.7384033,58.5284538
4031,a75.6x57.6,75.6,57.6,-18.0036606,-0.818232,93.6036606,58.418232
4032,a79.2x57.6,79.2,57.6,-16.5391739,-0.9154991,95.7391739,58.5154991
4033,a82.8x57.6,82.8,57.6,-15.4427597,-1.1885437,98.2427597,58.7885437
4034,a86.4x57.6,86.4,57.6,-14.5995499,-1.5414185,100.9995499,59.1414185
4035,a90x57.6,90,57.6,-13.779541,-1.8679985,103.779541,59.4679985
4036,a93.6x57.6,93.6,57.6,-12.7809128,-2.0970024,106.3809128,59.6970024
4037,a97.2x57.6,97.2,57.6,-11.5778015,-2.2235283,108.7778015,59.8235283
4038,a100.8x57.6,100.8,57.6,-10.3442261,-2.2565445,111.1442261,59.8565445
4039,a104.4x57.6,104.4,57.6,-9.210611,-2.1988968,113.610611,59.7988968
4040,a108x57.6,108,57.6,-8.1469345,-2.0668892,116.1469345,59.6668892
4041,a111.6x57.6,111.6,57.6,-7.114386,-1.8942017,118.714386,59.4942017
4042,a115.2x57.6,115.2,57.6,-6.1038635,-1.717318,121.3038635,59.317318
4043,a118.8x57.6,118.8,57.6,-5.1111252,-1.5630402,123.9111252,59.1630402
4044,a122.4x57.6,122.4,57.6,-4.0719009,-1.4397034,126.4719009,59.0397034
4045,a126x57.6,126,57.6,-2.6923676,-1.3896545,128.6923676,58.9896545
4046,a129.6x57.6,129.6,57.6,-1.2090057,-1.4596123,130.8090057,59.0596123
4047,a133.2x57.6,133.2,57.6,0.035434,-1.6390137,133.164566,59.2390137
4048,a136.8x57.6,136.8,57.6,0.8847778,-1.8793739,135.9152222,59.4793739
4049,a140.4x57.6,140.4,57.6,1.3004974,-2.1135239,139.0995026,59.7135239
4050,a144x57.6,144,57.6,1.3358612,-2.2767738,142.6641388,59.8767738
4051,a147.6x57.6,147.6,57.6,1.1370331,-2.3288597,146.4629669,59.9288597
4052,a151.2x57.6,151.2,57.6,0.9791138,-2.2760109,150.2208862,59.8760109
4053,a154.8x57.6,154.8,57.6,0.9990204,-2.2065338,153.8009796,59.8065338
4054,a158.4x57.6,158.4,57.6,1.1245178,-2.1601013,157.2754822,59.7601013
4055,a162x57.6,162,57.6,1.2726135,-2.1348061,160.7273865,59.7348061
4056,a165.6x57.6,165.6,57.6,1.4242035,-2.1047157,164.1757965,59.7047157
4057,a169.2x57.6,169.2,57.6,1.6332733,-2.0352692,167.5667267,59.6352692
4058,a172.8x57.6,172.8,57.6,1.9298981,-1.88769,170.8701019,59.48769
4059,a176.4x57.6,176.4,57.6,2.1552032,-1.6249527,174.2447968,59.2249527
4060,a-176.4x61.2,-176.4,61.2,-0.3539337,0.3530075,-176.0460663,60.8469925
4061,a-172.8x61.2,-172.8,61.2,-0.4624146,0.5838997,-172.3375854,60.6161003
4062,a-169.2x61.2,-169.2,61.2,-0.8752625,0.8134338,-168.3247375,60.3865662
4063,a-165.6x61.2,-165.6,61.2,-1.2231232,0.9903519,-164.3768768,60.2096481
4064,a-162x61.2,-162,61.2,-1.3081818,1.1338799,-160.6918182,60.0661201
4065,a-158.4x61.2,-158.4,61.2,-1.1104797,1.2675507,-157.2895203,59.9324493
4066,a-154.8x61.2,-154.8,61.2,-0.7650574,1.4143974,-154.0349426,59.7856026
4067,a-151.2x61.2,-151.2,61.2,-0.4858429,1.6027672,-150.7141571,59.5972328
4068,a-147.6x61.2,-147.6,61.2,-0.4392487,1.8789856,-147.1607513,59.3210144
4069,a-144x61.2,-144,61.2,-0.5449066,2.3109886,-143.4550934,58.8890114
4070,a-140.4x61.2,-140.4,61.2,-0.5729584,2.8630325,-139.8270416,58.3369675
4071,a-136.8x61.2,-136.8,61.2,-0.4489258,3.4967606,-136.3510742,57.7032394
4072,a-133.2x61.2,-133.2,61.2,-0.1605408,4.174823,-133.0394592,57.025177
4073,a-129.6x61.2,-129.6,61.2,0.3037781,4.8525803,-129.9037781,56.3474197
4074,a-126x61.2,-126,61.2,0.9789886,5.4767944,-126.9789886,55.7232056
4075,a-122.4x61.2,-122.4,61.2,1.9210754,5.984462,-124.3210754,55.215538
4076,a-118.8x61.2,-118.8,61.2,3.2205841,6.3389236,-122.0205841,54.8610764
4077,a-115.2x61.2,-115.2,61.2,4.6851624,6.6623337,-119.8851624,54.5376663
4078,a-111.6x61.2,-111.6,61.2,6.1393188,6.983638,-117.7393188,54.216362
4079,a-108x61.2,-108,61.2,7.5574951,7.2393295,-115.5574951,53.9606705
4080,a-104.4x61.2,-104.4,61.2,9.0096832,7.337085,-113.4096832,53.862915
4081,a-100.8x61.2,-100.8,61.2,10.5644257,7.2167809,-111.3644257,53.9832191
4082,a-97.2x61.2,-97.2,61.2,12.0946014,6.9082024,-109.2946014,54.2917976
4083,a-93.6x61.2,-93.6,61.2,13.3039688,6.5076515,-106.9039688,54.6923485
4084,a-90x61.2,-90,61.2,14.3095474,6.1376411,-104.3095474,55.0623589
4085,a-86.4x61.2,-86.4,61.2,15.3099533,5.8966362,-101.7099533,55.3033638
4086,a-82.8x61.2,-82.8,61.2,16.3566544,5.8095161,-99.1566544,55.3904839
4087,a-79.2x61.2,-79.2,61.2,17.4254654,5.8038933,-96.6254654,55.3961067
4088,a-75.6x61.2,-75.6,61.2,18.518988,5.7279274,-94.118988,55.4720726
4089,a-72x61.2,-72,61.2,19.8059311,5.4564163,-91.8059311,55.7435837
4090,a-68.4x61.2,-68.4,61.2,21.1257111,4.9612686,-89.5257111,56.2387314
4091,a-64.8x61.2,-64.8,61.2,22.0469391,4.2588684,-86.8469391,56.9411316
4092,a-61.2x61.2,-61.2,61.2,22.5349091,3.387458,-83.7349091,57.812542
4093,a-57.6x61.2,-57.6,61.2,22.7557129,2.4209053,-80.3557129,58.7790947
4094,a-54x61.2,-54,61.2,22.9282684,1.4354393,-76.9282684,59.7645607
4095,a-50.4x61.2,-50.4,61.2,23.1819855,0.4734985,-73.5819855,60.7265015
4096,a-46.8x61.2,-46.8,61.2,23.5359299,-0.4707878,-70.3359299,61.6707878
4097,a-43.2x61.2,-43.2,61.2,23.9609497,-1.4485138,-67.1609497,62.6485138
4098,a-39.6x61.2,-39.6,61.2,24.4265884,-2.4977615,-64.0265884,63.6977615
4099,a-36x61.2,-36,61.2,24.905632,-3.6563156,-60.905632,64.8563156
4100,a-32.4x61.2,-32.4,61.2,25.3634659,-4.9660461,-57.7634659,66.1660461
4101,a-28.8x61.2,-28.8,61.2,25.7538292,-6.4771469,-54.5538292,67.6771469
4102,a-25.2x61.2,-25.2,61.2,26.0121696,-8.2531174,-51.2121696,69.4531174
4103,a-21.6x61.2,-21.6,61.2,25.9269279,-10.464917,-47.5269279,71.664917
4104,a-18x61.2,-18,61.2,25.127491,-13.2241486,-43.127491,74.4241486
4105,a-14.4x61.2,-14.4,61.2,23.0339676,-16.4916809,-37.4339676,77.6916809
4106,a-10.8x61.2,-10.8,61.2,19.2322227,-19.918576,-30.0322227,81.118576
4107,a-7.2x61.2,-7.2,61.2,13.8652676,-22.9396408,-21.0652676,84.1396408
4108,a-3.6x61.2,-3.6,61.2,7.7405447,-24.986615,-11.3405447,86.186615
4109,a0x61.2,0,61.2,2.225297,-25.8058212,-2.225297,87.0058212
4110,a3.6x61.2,3.6,61.2,-1.7806491,-25.7586792,5.3806491,86.9586792
4111,a7.2x61.2,7.2,61.2,-5.2177933,-25.4286697,12.4177933,86.6286697
4112,a10.8x61.2,10.8,61.2,-8.5383331,-24.8192337,19.3383331,86.0192337
4113,a14.4x61.2,14.4,61.2,-11.8494774,-23.9299057,26.2494774,85.1299057
4114,a18x61.2,18,61.2,-15.2287064,-22.7264526,33.2287064,83.9264526
4115,a21.6x61.2,21.6,61.2,-18.8141502,-21.1239594,40.4141502,82.3239594
4116,a25.2x61.2,25.2,61.2,-22.599057,-18.9550293,47.799057,80.1550293
4117,a28.8x61.2,28.8,61.2,-25.7708389,-16.2666824,54.5708389,77.4666824
4118,a32.4x61.2,32.4,61.2,-27.8099876,-13.5152481,60.2099876,74.7152481
4119,a36x61.2,36,61.2,-28.7744751,-10.9462097,64.7744751,72.1462097
4120,a39.6x61.2,39.6,61.2,-29.0134186,-8.6557739,68.6134186,69.8557739
4121,a43.2x61.2,43.2,61.2,-28.885701,-6.6292618,72.085701,67.8292618
4122,a46.8x61.2,46.8,61.2,-28.5513565,-4.8085907,75.3513565,66.0085907
4123,a50.4x61.2,50.4,61.2,-27.8618103,-3.2423065,78.2618103,64.4423065
4124,a54x61.2,54,61.2,-26.9102249,-1.8887489,80.9102249,63.0887489
4125,a57.6x61.2,57.6,61.2,-25.8151154,-0.722699,83.4151154,61.922699
4126,a61.2x61.2,61.2,61.2,-24.5579803,0.207885,85.7579803,60.992115
4127,a64.8x61.2,64.8,61.2,-23.099437,0.8826935,87.899437,60.3173065
4128,a68.4x61.2,68.4,61.2,-21.4447952,1.3319389,89.8447952,59.8680611
4129,a72x61.2,72,61.2,-19.6993179,1.6300652,91.6993179,59.5699348
4130,a75.6x61.2,75.6,61.2,-18.1509308,1.7761108,93.7509308,59.4238892
4131,a79.2x61.2,79.2,61.2,-16.9613998,1.6843407,96.1613998,59.5156593
4132,a82.8x61.2,82.8,61.2,-16.0369675,1.3942253,98.8369675,59.8057747
4133,a86.4x61.2,86.4,61.2,-15.1666504,1.0425713,101.5666504,60.1574287
4134,a90x61.2,90,61.2,-14.1717606,0.7509377,104.1717606,60.4490623
4135,a93.6x61.2,93.6,61.2,-12.9801697,0.579158,106.5801697,60.620842
4136,a97.2x61.2,97.2,61.2,-11.6572235,0.5105125,108.8572235,60.6894875
4137,a100.8x61.2,100.8,61.2,-10.3346817,0.5201332,111.1346817,60.6798668
4138,a104.4x61.2,104.4,61.2,-9.0949799,0.606311,113.4949799,60.593689
4139,a108x61.2,108,61.2,-7.9420319,0.7613823,115.9420319,60.4386177
4140,a111.6x61.2,111.6,61.2,-6.8834595,0.9589493,118.4834595,60.2410507
4141,a115.2x61.2,115.2,61.2,-5.9060944,1.1577408,121.1060944,60.0422592
4142,a118.8x61.2,118.8,61.2,-4.9617416,1.3152115,123.7617416,59.8847885
4143,a122.4x61.2,122.4,61.2,-3.9573761,1.4050591,126.3573761,59.7949409
4144,a126x61.2,126,61.2,-2.7381592,1.3702423,128.7381592,59.8297577
4145,a129.6x61.2,129.6,61.2,-1.4706482,1.1774971,131.0706482,60.0225029
4146,a133.2x61.2,133.2,61.2,-0.3604095,0.8486282,133.5604095,60.3513718
4147,a136.8x61.2,136.8,61.2,0.4804352,0.443454,136.3195648,60.756546
4148,a140.4x61.2,140.4,61.2,1.0077271,0.0370056,139.3922729,61.1629944
4149,a144x61.2,144,61.2,1.236908,-0.297242,142.763092,61.497242
4150,a147.6x61.2,147.6,61.2,1.2423035,-0.4940422,146.3576965,61.6940422
4151,a151.2x61.2,151.2,61.2,1.1562988,-0.5360458,150.0437012,61.7360458
4152,a154.8x61.2,154.8,61.2,1.1218079,-0.5381096,153.6781921,61.7381096
4153,a158.4x61.2,158.4,61.2,1.1632294,-0.5587433,157.2367706,61.7587433
4154,a162x61.2,162,61.2,1.2683868,-0.6069839,160.7316132,61.8069839
4155,a165.6x61.2,165.6,61.2,1.4424225,-0.6625755,164.1575775,61.8625755
4156,a169.2x61.2,169.2,61.2,1.7227966,-0.6956223,167.4772034,61.8956223
4157,a172.8x61.2,172.8,61.2,2.1312531,-0.6807678,170.6687469,61.8807678
4158,a176.4x61.2,176.4,61.2,2.45336,-0.6005943,173.94664,61.8005943
4159,a-176.4x64.8,-176.4,64.8,-0.1323608,0.9968193,-176.2676392,63.8031807
4160,a-172.8x64.8,-172.8,64.8,-0.1924561,1.2567299,-172.6075439,63.5432701
4161,a-169.2x64.8,-169.2,64.8,-0.6175873,1.5861443,-168.5824127,63.2138557
4162,a-165.6x64.8,-165.6,64.8,-0.9914795,1.9589661,-164.6085205,62.8410339
4163,a-162x64.8,-162,64.8,-1.103302,2.3329056,-160.896698,62.4670944
4164,a-158.4x64.8,-158.4,64.8,-0.9405579,2.6747787,-157.4594421,62.1252213
4165,a-154.8x64.8,-154.8,64.8,-0.6263092,2.9753349,-154.1736908,61.8246651
4166,a-151.2x64.8,-151.2,64.8,-0.3384277,3.2598618,-150.8615723,61.5401382
4167,a-147.6x64.8,-147.6,64.8,-0.1986023,3.5922096,-147.4013977,61.2077904
4168,a-144x64.8,-144,64.8,-0.1600342,4.0548294,-143.8399658,60.7451706
4169,a-140.4x64.8,-140.4,64.8,-0.0803131,4.6199463,-140.3196869,60.1800537
4170,a-136.8x64.8,-136.8,64.8,0.0935547,5.2476013,-136.8935547,59.5523987
4171,a-133.2x64.8,-133.2,64.8,0.3787811,5.9037521,-133.5787811,58.8962479
4172,a-129.6x64.8,-129.6,64.8,0.7892212,6.5497597,-130.3892212,58.2502403
4173,a-126x64.8,-126,64.8,1.3596191,7.1357887,-127.3596191,57.6642113
4174,a-122.4x64.8,-122.4,64.8,2.1733109,7.5898941,-124.5733109,57.2101059
4175,a-118.8x64.8,-118.8,64.8,3.4192307,7.8411606,-122.2192307,56.9588394
4176,a-115.2x64.8,-115.2,64.8,4.9115036,8.0282829,-120.1115036,56.7717171
4177,a-111.6x64.8,-111.6,64.8,6.3699554,8.2365692,-117.9699554,56.5634308
4178,a-108x64.8,-108,64.8,7.7024765,8.4260262,-115.7024765,56.3739738
4179,a-104.4x64.8,-104.4,64.8,8.9734818,8.481488,-113.3734818,56.318512
4180,a-100.8x64.8,-100.8,64.8,10.3115036,8.2857597,-111.1115036,56.5142403
4181,a-97.2x64.8,-97.2,64.8,11.711171,7.828038,-108.911171,56.971962
4182,a-93.6x64.8,-93.6,64.8,12.9248489,7.2700508,-106.5248489,57.5299492
4183,a-90x64.8,-90,64.8,14.0201721,6.7846344,-104.0201721,58.0153656
4184,a-86.4x64.8,-86.4,64.8,15.1600281,6.4437836,-101.5600281,58.3562164
4185,a-82.8x64.8,-82.8,64.8,16.3181717,6.2476013,-99.1181717,58.5523987
4186,a-79.2x64.8,-79.2,64.8,17.3989532,6.1463669,-96.5989532,58.6536331
4187,a-75.6x64.8,-75.6,64.8,18.3837341,6.0597237,-93.9837341,58.7402763
4188,a-72x64.8,-72,64.8,19.482399,5.8409203,-91.482399,58.9590797
4189,a-68.4x64.8,-68.4,64.8,20.5880829,5.2905891,-88.9880829,59.5094109
4190,a-64.8x64.8,-64.8,64.8,21.3525421,4.4261826,-86.1525421,60.3738174
4191,a-61.2x64.8,-61.2,64.8,21.7581528,3.3624046,-82.9581528,61.4375954
4192,a-57.6x64.8,-57.6,64.8,21.9508881,2.2291725,-79.5508881,62.5708275
4193,a-54x64.8,-54,64.8,22.1118088,1.1193474,-76.1118088,63.6806526
4194,a-50.4x64.8,-50.4,64.8,22.3361069,0.0560043,-72.7361069,64.7439957
4195,a-46.8x64.8,-46.8,64.8,22.6245148,-0.9934341,-69.4245148,65.7934341
4196,a-43.2x64.8,-43.2,64.8,22.9443481,-2.0855057,-66.1443481,66.8855057
4197,a-39.6x64.8,-39.6,64.8,23.2658409,-3.2534592,-62.8658409,68.0534592
4198,a-36x64.8,-36,64.8,23.5569725,-4.5287277,-59.5569725,69.3287277
4199,a-32.4x64.8,-32.4,64.8,23.7786766,-5.947612,-56.1786766,70.747612
4200,a-28.8x64.8,-28.8,64.8,23.8777725,-7.5520813,-52.6777725,72.3520813
4201,a-25.2x64.8,-25.2,64.8,23.7761276,-9.3887741,-48.9761276,74.1887741
4202,a-21.6x64.8,-21.6,64.8,23.2455315,-11.579982,-44.8455315,76.379982
4203,a-18x64.8,-18,64.8,22.0250282,-14.1353867,-40.0250282,78.9353867
4204,a-14.4x64.8,-14.4,64.8,19.8282448,-16.9404099,-34.2282448,81.7404099
4205,a-10.8x64.8,-10.8,64.8,16.5039227,-19.7067596,-27.3039227,84.5067596
4206,a-7.2x64.8,-7.2,64.8,12.2068451,-22.0499298,-19.4068451,86.8499298
4207,a-3.6x64.8,-3.6,64.8,7.4210953,-23.6227066,-11.0210953,88.4227066
4208,a0x64.8,0,64.8,2.8768167,-24.2956879,-2.8768167,89.0956879
4209,a3.6x64.8,3.6,64.8,-0.9100174,-24.2484772,4.5100174,89.0484772
4210,a7.2x64.8,7.2,64.8,-4.320504,-23.9067261,11.520504,88.7067261
4211,a10.8x64.8,10.8,64.8,-7.5830967,-23.2920639,18.3830967,88.0920639
4212,a14.4x64.8,14.4,64.8,-10.8250175,-22.3888657,25.2250175,87.1888657
4213,a18x64.8,18,64.8,-14.1382408,-21.148555,32.1382408,85.948555
4214,a21.6x64.8,21.6,64.8,-17.574427,-19.4985687,39.174427,84.2985687
4215,a25.2x64.8,25.2,64.8,-21.030793,-17.3356506,46.230793,82.1356506
4216,a28.8x64.8,28.8,64.8,-23.8050644,-14.7652771,52.6050644,79.5652771
4217,a32.4x64.8,32.4,64.8,-25.5939651,-12.2077896,57.9939651,77.0077896
4218,a36x64.8,36,64.8,-26.5840034,-9.7886383,62.5840034,74.5886383
4219,a39.6x64.8,39.6,64.8,-27.1028122,-7.4944794,66.7028122,72.2944794
4220,a43.2x64.8,43.2,64.8,-27.3636444,-5.3039429,70.5636444,70.1039429
4221,a46.8x64.8,46.8,64.8,-27.3398163,-3.2701981,74.1398163,68.0701981
4222,a50.4x64.8,50.4,64.8,-26.8692642,-1.5119202,77.2692642,66.3119202
4223,a54x64.8,54,64.8,-26.0973053,-0.0159256,80.0973053,64.8159256
4224,a57.6x64.8,57.6,64.8,-25.1804794,1.2578819,82.7804794,63.5421181
4225,a61.2x64.8,61.2,64.8,-24.1078384,2.2874878,85.3078384,62.5125122
4226,a64.8x64.8,64.8,64.8,-22.8150055,3.05634,87.6150055,61.74366
4227,a68.4x64.8,68.4,64.8,-21.2813202,3.5834778,89.6813202,61.2165222
4228,a72x64.8,72,64.8,-19.6245575,3.9342506,91.6245575,60.8657494
4229,a75.6x64.8,75.6,64.8,-18.2633499,4.1366699,93.8633499,60.6633301
4230,a79.2x64.8,79.2,64.8,-17.3392914,4.123204,96.5392914,60.676796
4231,a82.8x64.8,82.8,64.8,-16.5514633,3.9468086,99.3514633,60.8531914
4232,a86.4x64.8,86.4,64.8,-15.6365448,3.7140015,102.0365448,61.0859985
4233,a90x64.8,90,64.8,-14.4738541,3.514344,104.4738541,61.285656
4234,a93.6x64.8,93.6,64.8,-13.1008133,3.3951843,106.7008133,61.4048157
4235,a97.2x64.8,97.2,64.8,-11.6655396,3.3581207,108.8655396,61.4418793
4236,a100.8x64.8,100.8,64.8,-10.2703659,3.3889435,111.0703659,61.4110565
4237,a104.4x64.8,104.4,64.8,-8.934137,3.4818314,113.334137,61.3181686
4238,a108x64.8,108,64.8,-7.6929016,3.6289146,115.6929016,61.1710854
4239,a111.6x64.8,111.6,64.8,-6.6091599,3.8105438,118.2091599,60.9894562
4240,a115.2x64.8,115.2,64.8,-5.6818207,3.9910934,120.8818207,60.8089066
4241,a118.8x64.8,118.8,64.8,-4.83134,4.1273239,123.63134,60.6726761
4242,a122.4x64.8,122.4,64.8,-3.9277283,4.1827248,126.3277283,60.6172752
4243,a126x64.8,126,64.8,-2.8766632,4.1029251,128.8766632,60.6970749
4244,a129.6x64.8,129.6,64.8,-1.8070435,3.8810394,131.4070435,60.9189606
4245,a133.2x64.8,133.2,64.8,-0.8428009,3.5341156,134.0428009,61.2658844
4246,a136.8x64.8,136.8,64.8,-0.0434753,3.1018379,136.8434753,61.6981621
4247,a140.4x64.8,140.4,64.8,0.5768799,2.6438072,139.8231201,62.1561928
4248,a144x64.8,144,64.8,1.0259094,2.2310951,142.9740906,62.5689049
4249,a147.6x64.8,147.6,64.8,1.2923523,1.9371994,146.3076477,62.8628006
4250,a151.2x64.8,151.2,64.8,1.2941315,1.7800682,149.9058685,63.0199318
4251,a154.8x64.8,154.8,64.8,1.2035339,1.6713722,153.5964661,63.1286278
4252,a158.4x64.8,158.4,64.8,1.1565613,1.5670746,157.2434387,63.2329254
4253,a162x64.8,162,64.8,1.2087402,1.452298,160.7912598,63.347702
4254,a165.6x64.8,165.6,64.8,1.3779846,1.3283318,164.2220154,63.4716682
4255,a169.2x64.8,169.2,64.8,1.6724274,1.1980904,167.5275726,63.6019096
4256,a172.8x64.8,172.8,64.8,2.0910309,1.045388,170.7089691,63.754612
4257,a176.4x64.8,176.4,64.8,2.4177307,0.835923,173.9822693,63.964077
4258,a-176.4x68.4,-176.4,68.4,0.0431915,1.7048477,-176.4431915,66.6951523
4259,a-172.8x68.4,-172.8,68.4,0.0317566,1.8861755,-172.8317566,66.5138245
4260,a-169.2x68.4,-169.2,68.4,-0.2775299,2.1795334,-168.9224701,66.2204666
4261,a-165.6x68.4,-165.6,68.4,-0.5601135,2.595755,-165.0398865,65.804245
4262,a-162x68.4,-162,68.4,-0.6531372,3.062262,-161.3468628,65.337738
4263,a-158.4x68.4,-158.4,68.4,-0.5413574,3.5151199,-157.8586426,64.8848801
4264,a-154.8x68.4,-154.8,68.4,-0.3023499,3.9219193,-154.4976501,64.4780807
4265,a-151.2x68.4,-151.2,68.4,-0.050174,4.2927536,-151.149826,64.1072464
4266,a-147.6x68.4,-147.6,68.4,0.1368164,4.6776566,-147.7368164,63.7223434
4267,a-144x68.4,-144,68.4,0.2763062,5.1420158,-144.2763062,63.2579842
4268,a-140.4x68.4,-140.4,68.4,0.4398438,5.6797699,-140.8398438,62.7202301
4269,a-136.8x68.4,-136.8,68.4,0.6611206,6.2676186,-137.4611206,62.1323814
4270,a-133.2x68.4,-133.2,68.4,0.9517029,6.8821205,-134.1517029,61.5178795
4271,a-129.6x68.4,-129.6,68.4,1.3206848,7.4963249,-130.9206848,60.9036751
4272,a-126x68.4,-126,68.4,1.799202,8.0748085,-127.799202,60.3251915
4273,a-122.4x68.4,-122.4,68.4,2.4806839,8.5612701,-124.8806839,59.8387299
4274,a-118.8x68.4,-118.8,68.4,3.6142075,8.8622574,-122.4142075,59.5377426
4275,a-115.2x68.4,-115.2,68.4,5.0664795,9.0378365,-120.2664795,59.3621635
4276,a-111.6x68.4,-111.6,68.4,6.5159821,9.1650108,-118.1159821,59.2349892
4277,a-108x68.4,-108,68.4,7.7909698,9.2507347,-115.7909698,59.1492653
4278,a-104.4x68.4,-104.4,68.4,8.910173,9.2338242,-113.310173,59.1661758
4279,a-100.8x68.4,-100.8,68.4,10.036647,9.025618,-110.836647,59.374382
4280,a-97.2x68.4,-97.2,68.4,11.304425,8.6134476,-108.504425,59.7865524
4281,a-93.6x68.4,-93.6,68.4,12.5407623,8.119265,-106.1407623,60.280735
4282,a-90x68.4,-90,68.4,13.7017059,7.6567482,-103.7017059,60.7432518
4283,a-86.4x68.4,-86.4,68.4,14.9101044,7.2529358,-101.3101044,61.1470642
4284,a-82.8x68.4,-82.8,68.4,16.1299774,6.9101395,-98.9299774,61.4898605
4285,a-79.2x68.4,-79.2,68.4,17.2488907,6.617083,-96.4488907,61.782917
4286,a-75.6x68.4,-75.6,68.4,18.1978134,6.3440041,-93.7978134,62.0559959
4287,a-72x68.4,-72,68.4,19.094841,5.9583153,-91.094841,62.4416847
4288,a-68.4x68.4,-68.4,68.4,19.912851,5.2535194,-88.312851,63.1464806
4289,a-64.8x68.4,-64.8,68.4,20.4866516,4.2641891,-85.2866516,64.1358109
4290,a-61.2x68.4,-61.2,68.4,20.8224609,3.1158661,-82.0224609,65.2841339
4291,a-57.6x68.4,-57.6,68.4,21.0194305,1.9309448,-78.6194305,66.4690552
4292,a-54x68.4,-54,68.4,21.1910019,0.7837509,-75.1910019,67.6162491
4293,a-50.4x68.4,-50.4,68.4,21.3907257,-0.3202454,-71.7907257,68.7202454
4294,a-46.8x68.4,-46.8,68.4,21.6135742,-1.4218155,-68.4135742,69.8218155
4295,a-43.2x68.4,-43.2,68.4,21.8320053,-2.5714508,-65.0320053,70.9714508
