UO_ID,NameInIndex,case,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink,Alternate Link,Region_final,Sex or gender V2,country,continent
770,Dionysius Alex,case2,d. ab.,-241,,,,,,,-286,-241,M,Dionysius Al:,Mathematicians &cc Physicians,25,68,93,62,,https://books.google.com/books?id=aSNWAAAAYAAJ&pg=PA248&lpg=PA248&dq=dionysius+solar+year&source=bl&ots=IyBtJUlvq9&sig=ACfU3U0lAgG8RA7PWqBV1AB62zQvx_9epQ&hl=en&sa=X&ved=2ahUKEwjwiv_W_sfnAhVIo54KHZDzDskQ6AEwEXoECAsQAQ#v=onepage&q=dionysius%20solar%20year&f=false,Turky in Europe,missing from OpenRefine results,Unknown,Unknown
771,Dionysius Exiguus,"case3
",,,,,fl.,500,,,477,523,L,,,,,0,62,https://en.wikipedia.org/wiki/Dionysius_Exiguus,,,missing from OpenRefine results,Ancient Rome,Europe|Africa|Asia
772,Dionysius Halicarnassensis,"case3
",,,,,fl.,-51,,,-74,-28,H,Dio: Halicarnass,Historians and Antiquaries Lawyers,19,0,19,62,https://en.wikipedia.org/wiki/Dionysius_of_Halicarnassus,,,male,Ancient Greece,Europe|Asia
773,Dionysius Heracleotes,case1,d.,-279,,,,,,81,-360,-279,HP,Dionysius Her:,Divines and Metaphysicians &cc,7,98,105,62,https://en.wikipedia.org/wiki/Dionysius_the_Renegade,,,male,Unknown,Unknown
774,Dionysius Junior,case8,d. af.,-343,,,,,,,298,344,,Dionysius jun:,Statesmen and Warriors,20,126,146,62,https://en.wikipedia.org/wiki/Dionysius_II_of_Syracuse,,Italy,male,Italy,Europe
775,Dionysius Perigetes,"case3
",,,,,fl.,-2,,,-25,21,P,Dionysius Per:,Artists Poets,1,42,43,62,https://en.wikipedia.org/wiki/Dionysius_Periegetes,,Africa,male,Egypt,Africa|Asia
776,Dionysius Senior,case2,d.,-361,,,,,,,-406,-361,Cr,Dionysius,Statesmen and Warriors,17,126,143,62,https://en.wikipedia.org/wiki/Dionysius_I_of_Syracuse,,Italy,male,Italy,Europe
777,Dionysius the Monk,case2,d.,540,,,,,,,495,540,M,Dionysius,Mathematicians &cc Physicians,23,68,91,62,https://en.wikipedia.org/wiki/Dionysius_Exiguus,,,male,Ancient Rome,Europe|Africa|Asia
778,Diophantus,"case3
",,,,,fl.,156,,,133,179,M,Diophantus,Mathematicians &cc Physicians,20,68,88,62,https://en.wikipedia.org/wiki/Diophantus,,Africa,missing from OpenRefine results,Egypt,Africa|Asia
779,Dioscorides,"case3
",,,,,fl.,-23,,,-46,0,Ph,Dioscorides,Mathematicians &cc Physicians,6,68,74,62,https://en.wikipedia.org/wiki/Pedanius_Dioscorides,,,male,Turkey,Asia|Europe
780,Diotimus,case8,d. af.,-83,,,,,,,38,84,HP Sto,Diotimus,Divines and Metaphysicians &cc,10,98,108,62,https://en.wikipedia.org/wiki/Diotimus_the_Stoic,,,male,Unknown,Unknown
781,Dobson,case1,d.,1646,,,,,,36,1610,1646,Pa,Dobson,Artists Poets,18,42,60,62,https://en.wikipedia.org/wiki/William_Dobson,,Great Britain,male,United Kingdom,Europe
782,Doddridge,case1,d.,1752,,,,,,51,1701,1752,D,Doddridge,Divines and Metaphysicians &cc,9,98,107,62,https://en.wikipedia.org/wiki/Philip_Doddridge,,Great Britain,male,United Kingdom,Europe
783,"Dodwell, Henry",case1,d.,1711,,,,,,69,1642,1711,D,Dodwell,Divines and Metaphysicians &cc,7,98,105,62,https://en.wikipedia.org/wiki/Henry_Dodwell,,Great Britain,male,Ireland,Europe
784,Dolon,"case3
",,,,,fl.,-562,,,-585,-539,P,Dolon,Artists Poets,5,42,47,62,,,Turky in Europe,missing from OpenRefine results,Unknown,Unknown
785,Dominic,case1,d.,1221,,,,,,51,1170,1221,D,Dominic,Divines and Metaphysicians &cc,11,98,109,62,https://en.wikipedia.org/wiki/Saint_Dominic,,Spain,male,Spain,Europe
786,Dominichino,case1,d.,1641,,,,,,60,1581,1641,Pa,Domenichino,Artists Poets,14,42,56,62,https://en.wikipedia.org/wiki/Domenichino,,Italy,male,Italy,Europe
787,Domitian,case1,d.,96,,,,,,45,51,96,,,,,,0,63,https://en.wikipedia.org/wiki/Domitian,,Italy,missing from OpenRefine results,Italy,Europe
788,Doreidi,case1,d.,933,,,,,,98,835,933,P,Ebn Doreidi,Artists Poets,3,42,45,63,https://en.wikipedia.org/wiki/Ibn_Duraid,,Persia,male,Iraq,Asia
789,Doria,case1,d.,1560,,,,,,95,1465,1560,,Doria,Statesmen and Warriors,9,126,135,63,https://en.wikipedia.org/wiki/Andrea_Doria,,,male,Italy,Europe
790,Dorus,"case3
",,,,,fl.,-1013,,,-1036,-990,,Dorus,Statesmen and Warriors,15,126,141,63,https://en.wikipedia.org/wiki/Dorus_(Deucalionid),,,male,Unknown,Unknown
791,Dositheus,"case3
",,,,,fl.,-200,,,-223,-177,M,Dositheus,Mathematicians &cc Physicians,13,68,81,63,,,,missing from OpenRefine results,Unknown,Unknown
792,Draco,"case3
",,,,,fl.,-572,,,-595,-549,,Draco,Statesmen and Warriors,21,126,147,63,https://en.wikipedia.org/wiki/Draco_(lawgiver),,Turky in Europe,missing from OpenRefine results,Greece,Europe
793,Dracontius,"case3
",,,,,fl.,440,,,417,463,P,Dracontius,Artists Poets,2,42,44,63,https://en.wikipedia.org/wiki/Dracontius,,Africa,male,Tunisia,Africa
794,Drake,case1,d.,1596,,,,,,51,1545,1596,,Drake,Statesmen and Warriors,25,126,151,63,https://en.wikipedia.org/wiki/Francis_Drake,,Great Britain,male,United Kingdom,Europe
795,Drapanius,"case3
",,,,,fl.,650,,,627,673,P,Drapanius,Artists Poets,9,42,51,44,https://en.wikipedia.org/wiki/Pacatus_Drepanius,,France,missing from OpenRefine results,France|Western Germany|Netherlands|Northern Italy|Switzerland|Belgium|Luxembourg,Europe|Europe|Central America|Europe|Europe|Europe
796,Drusius,case1,d.,1616,,,,,,61,1555,1616,Cr,Drusius,Orators and Critics &cc,16,22,38,63,https://en.wikipedia.org/wiki/Johannes_van_den_Driesche,,France,male,Belgium,Europe
797,Drusus,case1,d.,-9,,,,,,30,-39,-9,,Drusus,Statesmen and Warriors,7,126,133,63,https://en.wikipedia.org/wiki/Nero_Claudius_Drusus,,Italy,male,Italy,Europe
798,Dryden,case1,d.,1701,,,,,,70,1631,1701,P,Dryden,Artists Poets,8,42,50,63,https://en.wikipedia.org/wiki/John_Dryden,,Great Britain,male,United Kingdom,Europe
799,Du Fresne,case1,d.,1688,,,,,,78,1610,1688,Cr,Du Fresne,Orators and Critics &cc,10,22,32,63,"https://en.wikipedia.org/wiki/Charles_du_Fresne,_sieur_du_Cange",,France,male,France,Europe
800,"Dudley, Duke of Northumberland",case2,d.,1553,,,,,,,1508,1553,,Dudley N.,Statesmen and Warriors,25,126,151,63,"https://en.wikipedia.org/wiki/John_Dudley,_1st_Duke_of_Northumberland",,Great Britain,male,United Kingdom,Europe
801,"Dugdale, William",case1,d.,1686,,,,,,80,1606,1686,Ant,Dugdale,Historians and Antiquaries Lawyers,12,0,12,63,https://en.wikipedia.org/wiki/William_Dugdale,,Great Britain,missing from OpenRefine results,United Kingdom,Europe
802,"Duglas, Gawin",case2,d.,1521,,,,,,,1476,1521,P,G. Duglas,Artists Poets,9,42,51,63,https://en.wikipedia.org/wiki/Gavin_Douglas,,Great Britain,male,United Kingdom,Europe
803,Duilius,"case3
",,,,,fl.,-260,,,-283,-237,,Duillius,Statesmen and Warriors,20,126,146,63,https://en.wikipedia.org/wiki/Gaius_Duilius,,Italy,male,Unknown,Unknown
804,"Duns, Scotus",case2,d.,1308,,,,,,,1263,1308,D,Duns Scotus,Divines and Metaphysicians &cc,22,98,120,62,https://en.wikipedia.org/wiki/Duns_Scotus,,Great Britain,missing from OpenRefine results,United Kingdom,Europe
805,Dunstan,case2,d.,988,,,,,,,943,988,D,Dunstan,Divines and Metaphysicians &cc,24,98,122,63,https://en.wikipedia.org/wiki/Dunstan,,Great Britain,male,United Kingdom,Europe
806,Dupin,case1,d.,1719,,,,,,62,1657,1719,H,Dupin,Historians and Antiquaries Lawyers,12,0,12,63,https://en.wikipedia.org/wiki/Louis_Ellies_Dupin,,France,male,France,Europe
807,Durandus,case2,d.,1296,,,,,,,1251,1296,L,Durandus,Historians and Antiquaries Lawyers,3,0,3,63,https://en.wikipedia.org/wiki/Guillaume_Durand,,France,male,France,Europe
808,"Durer, Albert",case1,d.,1528,,,,,,57,1471,1528,Pa,A. Durer,Artists Poets,17,42,59,63,https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer,,Germany,male,Germany,Europe
809,Eadmerus,"case3
",,,,,fl.,1122,,,1099,1145,H,,Historians and Antiquaries Lawyers,21,0,21,63,https://en.wikipedia.org/wiki/Eadmer,,Great Britain,male,Unknown,Unknown
810,Echard,case4,d.,1730,,,,,ab.,59,1671,1730,H,Echard,Historians and Antiquaries Lawyers,17,0,17,63,https://en.wikipedia.org/wiki/Laurence_Echard,,Great Britain,male,Unknown,Unknown
811,Edgar,case1,d.,975,,,,,,32,943,975,,Edgar,Statesmen and Warriors,21,126,147,63,https://en.wikipedia.org/wiki/Edgar_the_Peaceful,,Great Britain,male,Kingdom of Wessex,Europe
812,Edgar Atheling,case8,d. af.,1120,,,,,ab.,70,1075,1121,,Edgar Ath:,Statesmen and Warriors,24,126,150,63,https://en.wikipedia.org/wiki/Edgar_%C3%86theling,,Germany,male,Kingdom of Hungary,Europe
813,Edward 1st of England,case1,d.,1307,,,,,,68,1239,1307,,Edward 1st,Statesmen and Warriors,24,126,150,64,https://en.wikipedia.org/wiki/Edward_I_of_England,,Great Britain,male,United Kingdom,Europe
814,Edward 3rd of England,case1,d.,1377,,,,,,63,1314,1377,,Edward 3d,Statesmen and Warriors,23,126,149,64,https://en.wikipedia.org/wiki/Edward_III_of_England,,Great Britain,male,United Kingdom,Europe
815,Edward Confessor,case1,d.,1066,,,,,,64,1002,1066,,Edward Conf:,Statesmen and Warriors,0,126,126,63,https://en.wikipedia.org/wiki/Edward_the_Confessor,,Great Britain,male,United Kingdom,Europe
816,Edward Martyr,case1,d.,978,,,,,,19,959,978,,Edwd Mar:,Statesmen and Warriors,24,126,150,63,https://en.wikipedia.org/wiki/Edward_the_Martyr,,Great Britain,male,Kingdom of Wessex,Europe
817,"Edwin, of Kent",case2,d.,633,,,,,,,588,633,,Edwin,Statesmen and Warriors,26,126,152,64,https://en.wikipedia.org/wiki/Edwin_of_Northumbria,,Great Britain,male,United Kingdom,Europe
818,Egbert,case2,d.,838,,,,,,,793,838,,Egbert,Statesmen and Warriors,24,126,150,64,"https://en.wikipedia.org/wiki/Ecgberht,_King_of_Wessex",,Great Britain,male,Kingdom of Wessex,Europe
819,Egidius,case2,d.,465,,,,,,,420,465,,Egidius,Statesmen and Warriors,13,126,139,64,https://en.wikipedia.org/wiki/Aegidius,,France,male,France,Europe
820,Eginhart,case2,d.,842,,,,,,,797,842,H,Eginhart,Historians and Antiquaries Lawyers,15,0,15,64,https://en.wikipedia.org/wiki/Einhard,,Germany,male,Germany,Europe
821,"Egmunda, J.","case3
",,,,,fl.,1400,,,1377,1423,M,J. Egmunda,Mathematicians &cc Physicians,29,68,97,44,https://de.wikipedia.org/wiki/Johannes_von_Gmunden,,Germany,male,Austria,Europe
822,Elfric,,,,,,,950,,,,,,Elfric,Divines and Metaphysicians &cc,22,98,120,-99,https://en.wikipedia.org/wiki/%C3%86lfric_of_Abingdon,,Great Britain,male,United Kingdom,Europe
823,"Elias, Levita","case3
",,,,,fl.,1534,,,1511,1557,J,El. Levita,Divines and Metaphysicians &cc,1,98,99,64,https://en.wikipedia.org/wiki/Elia_Levita,,Germany,male,Germany,Europe
824,Elijah,case2,d.,-896,,,,,,,-941,-896,J,Elijah,Divines and Metaphysicians &cc,3,98,101,64,https://en.wikipedia.org/wiki/Elijah,,,missing from OpenRefine results,Unknown,Unknown
825,Elishah,case2,d. ab.,-830,,,,,,,-875,-830,J,Elisha,Divines and Metaphysicians &cc,5,98,103,64,https://en.wikipedia.org/wiki/Elisha,,,missing from OpenRefine results,Unknown,Unknown
826,Ella,case2,d.,514,,,,,,,469,514,,Ella,Statesmen and Warriors,25,126,151,64,https://en.wikipedia.org/wiki/%C3%86lle_of_Sussex,,Great Britain,male,Unknown,Unknown
827,Elzevir L,"case3
",,,,,fl.,1595,,,1572,1618,Pe,Elzevir,Artists Poets,16,42,58,64,https://en.wikipedia.org/wiki/Lodewijk_Elzevir,,France,male,Belgium,Europe
828,Emanuel of Portugal,case1,d.,1521,,,,,,52,1469,1521,,Emanuel,Statesmen and Warriors,11,126,137,64,https://en.wikipedia.org/wiki/Manuel_I_of_Portugal,,Spain,male,Portugal,Europe
829,Empedocles,,,-413,,,,,,60,,413,HP Ital,Empedocles,Divines and Metaphysicians &cc,27,98,125,64,https://en.wikipedia.org/wiki/Empedocles,,Italy,missing from OpenRefine results,Italy,Europe
830,Ennius,case1,d.,-169,,,,,,70,-239,-169,P,Ennius,Artists Poets,9,42,51,64,https://en.wikipedia.org/wiki/Ennius,,Italy,missing from OpenRefine results,Italy,Europe
831,Ennodius,case1,d.,521,,,,,,48,473,521,F,Ennodius,Divines and Metaphysicians &cc,6,98,104,64,https://en.wikipedia.org/wiki/Magnus_Felix_Ennodius,,France,male,France,Europe
832,Epaminondas,case2,d.,363,,,,,,,318,363,,Epaminondas,Statesmen and Warriors,18,126,144,64,https://en.wikipedia.org/wiki/Epaminondas,,Turky in Europe,missing from OpenRefine results,Ancient Greece,Europe|Asia
833,Ephorus,"case3
",,,,,fl.,-351,,,-374,-328,H,Ephorus,Historians and Antiquaries Lawyers,16,0,16,64,https://en.wikipedia.org/wiki/Ephorus,,,male,Turkey,Asia|Europe
834,"Ephrem, Syrus",case2,d.,378,,,,,,,333,378,F,Ephrem,Divines and Metaphysicians &cc,8,98,106,64,https://en.wikipedia.org/wiki/Ephrem_the_Syrian,,Persia,male,Turkey,Asia|Europe
835,Epicharmus,"case3
",,,,,fl.,-480,,,-503,-457,HP Ital,Epicharmus,Divines and Metaphysicians &cc,25,98,123,64,https://en.wikipedia.org/wiki/Epicharmus_of_Kos,,,male,Italy|Greece,Europe|Europe
836,Epicterus,case2,d. ab.,161,,,,,,,116,161,HP,Epicterus,Divines and Metaphysicians &cc,24,98,122,64,https://en.wikipedia.org/wiki/Epictetus,,Turky,male,Turkey,Asia|Europe
837,Epicurus,case1,d.,-270,,,,,,72,-342,-270,HP,Epicurus,Divines and Metaphysicians &cc,17,98,115,64,https://en.wikipedia.org/wiki/Epicurus,,,missing from OpenRefine results,Greece,Europe
838,"Epigenes, B.","case3
",,,,,fl.,-270,,,-293,-247,M,Epigenes,Mathematicians &cc Physicians,24,68,92,44,https://en.wikipedia.org/wiki/Epigenes_of_Byzantium,,,male,Ancient Rome,Europe|Africa|Asia
839,Epimenides,"case3
",,,,,fl.,-596,,,-619,-573,HP,Epimenides,Divines and Metaphysicians &cc,20,98,118,64,https://en.wikipedia.org/wiki/Epimenides,,Turky in Europe,male,Greece,Europe
840,Epiphanius,case1,d.,403,,,,,,71,332,403,F,Epiphanius,Divines and Metaphysicians &cc,14,98,112,64,https://en.wikipedia.org/wiki/Epiphanius_of_Salamis,,Turky in Asia,male,Israel,Asia
841,Epiphanius Scholasticus,"case3
",,,,,fl.,510,,,487,533,H,Epiphanius,Historians and Antiquaries Lawyers,13,0,13,64,https://en.wikipedia.org/wiki/Epiphanius_Scholasticus,,Italy,male,Unknown,Unknown
842,Episcopius,case1,d.,1643,,,,,,60,1583,1643,D,Episcopius,Divines and Metaphysicians &cc,11,98,109,64,https://en.wikipedia.org/wiki/Simon_Episcopius,,France,male,Netherlands|Kingdom of the Netherlands,Europe|Central America|Europe|North America
843,Erasistratus,case2,d. ab.,-317,,,,,,,-362,-317,Ph,Erasistratus,Mathematicians &cc Physicians,6,68,74,64,https://en.wikipedia.org/wiki/Erasistratus,,Turky in Europe,male,Greece,Europe
844,Erasmus,case1,d.,1536,,,,,,70,1466,1536,D,Erasmus,Divines and Metaphysicians &cc,20,98,118,64,https://en.wikipedia.org/wiki/Erasmus,,France,male,Netherlands,Europe|Central America
845,Eratosthenes,case1,d.,-194,,,,,,82,-276,-194,H,Eratosthenes,Historians and Antiquaries Lawyers,16,0,16,64,https://en.wikipedia.org/wiki/Eratosthenes,,Africa,missing from OpenRefine results,Cyrenaica|Libya,Africa
846,Erectheus,"case3
",,,,,fl.,-1035,,,-1058,-1012,,Erectheus,Statesmen and Warriors,17,126,143,64,https://en.wikipedia.org/wiki/Erechtheus,,,missing from OpenRefine results,Unknown,Unknown
847,Erigena J.,case2,d.,883,,,,,,,838,883,Cr,Erigena,Orators and Critics &cc,14,22,36,64,https://en.wikipedia.org/wiki/John_Scotus_Eriugena,,Great Britain,male,Ireland|United Kingdom,Europe|Europe
848,Erotianus,"case3
",,,,,fl.,60,,,37,83,Cr,Erotianus,Orators and Critics &cc,8,22,30,64,https://en.wikipedia.org/wiki/Erotianus,,,male,Unknown,Unknown
849,Esarhaddon,case2,d.,-667,,,,,,,-712,-667,,Esarhaddon,Statesmen and Warriors,7,126,133,64,https://en.wikipedia.org/wiki/Esarhaddon,,BLANK 2,missing from OpenRefine results,Unknown,Unknown
850,Essahani al Kateb,case1,d.,966,,,,,,72,894,966,H,Essahani,Historians and Antiquaries Lawyers,14,0,14,64,https://en.wikipedia.org/wiki/Abu_al-Faraj_al-Isfahani,,Persia,male,Iran,Asia
851,Essex E. of,case2,d.,1601,,,,,,,1556,1601,,Essex,Statesmen and Warriors,20,126,146,65,"https://en.wikipedia.org/wiki/Robert_Devereux,_2nd_Earl_of_Essex",,Great Britain,male,United Kingdom,Europe
852,Estwood J,"case3
",,,,,fl.,1347,,,1324,1370,M,I. Estwood,Mathematicians &cc Physicians,22,68,90,65,https://en.wikipedia.org/wiki/John_of_Eschenden,,,male,Unknown,Unknown
853,Ethelbert of Kent,case2,d.,616,,,,,,,571,616,,Ethelbert,Statesmen and Warriors,24,126,150,65,https://en.wikipedia.org/wiki/%C3%86thelberht_of_Kent,,,male,Unknown,Unknown
854,Etmuller,case1,d.,1732,,,,,,86,1646,1732,Ph,Etmuller,Mathematicians &cc Physicians,4,68,72,65,https://en.wikipedia.org/wiki/Michael_Ettm%C3%BCller,,Germany,male,Germany,Europe
855,Eubulides,"case3
",,,,,fl.,-391,,,-414,-368,HP Meg,Eubulides,Divines and Metaphysicians &cc,26,98,124,65,https://en.wikipedia.org/wiki/Eubulides,,,male,Turkey,Asia|Europe
856,Euclid,"case3
",,,,,fl.,-300,,,-323,-277,M,Euclid,Mathematicians &cc Physicians,27,68,95,65,https://en.wikipedia.org/wiki/Euclid,,Turky in Europe,missing from OpenRefine results,Unknown,Unknown
857,Euclid of Megara,"case3
",,,,,fl.,-404,,,-427,-381,HP,Euclid Meg:,Divines and Metaphysicians &cc,3,98,101,65,https://en.wikipedia.org/wiki/Euclid_of_Megara,,Turky in Europe,male,Greece,Europe
858,Euctemon,"case3
",,,,,fl.,-431,,,-454,-408,M,Euctemon,Mathematicians &cc Physicians,21,68,89,65,https://en.wikipedia.org/wiki/Euctemon,,Turky in Europe,male,Unknown,Unknown
859,"Eudes, Count",case2,d.,735,,,,,,,690,735,,Eudes,Statesmen and Warriors,19,126,145,65,https://en.wikipedia.org/wiki/Odo_of_France,,,male,France,Europe
860,Eudosia,case2,d.,460,,,,,,,415,460,P,Eudocia,Artists Poets,5,42,47,65,https://en.wikipedia.org/wiki/Aelia_Eudocia,,Turky in Europe,female,Greece,Europe
861,Eudoxus,case6,d. ab.,-352,,,,,,90,262,352,M,Eudoxus,Mathematicians &cc Physicians,25,68,93,65,https://en.wikipedia.org/wiki/Eudoxus_of_Cnidus,,,male,Unknown,Unknown
862,Eugene,case1,d.,1736,,,,,,73,1663,1736,,Eugene,Statesmen and Warriors,15,126,141,65,https://en.wikipedia.org/wiki/Prince_Eugene_of_Savoy,,France,male,France,Europe
863,Eugenius,case2,d.,394,,,,,,,349,394,,Eugenius,Statesmen and Warriors,23,126,149,65,https://en.wikipedia.org/wiki/Eugenius,,Italy,male,Unknown,Unknown
864,Eugenius 4th,case1,d.,1447,,,,,,64,1383,1447,Po,Eugenius,Divines and Metaphysicians &cc,20,98,118,65,https://en.wikipedia.org/wiki/Pope_Eugene_IV,,Italy,male,Italy,Europe
865,Eulogius,case2,d.,859,,,,,,,814,859,D,Eulogius,Divines and Metaphysicians &cc,9,98,107,65,https://en.wikipedia.org/wiki/Eulogius_of_C%C3%B3rdoba,,Spain,male,Spain,Europe
866,Eumenes,case2,d.,-159,,,,,,,-204,-159,,Eumenes,Statesmen and Warriors,5,126,131,65,https://en.wikipedia.org/wiki/Eumenes_II,,,missing from OpenRefine results,Unknown,Unknown
867,Eumenes,case2,d.,-315,,,,,,,-360,-315,,Eumenes,Statesmen and Warriors,17,126,143,65,https://en.wikipedia.org/wiki/Eumenes_II,,,missing from OpenRefine results,Unknown,Unknown
868,Eumolpus,"case3
",,,,,fl.,-920,,,-943,-897,P,Eumolpus,Artists Poets,11,42,53,65,https://en.wikipedia.org/wiki/Eumolpus,,,male,Unknown,Unknown
869,Eunamius,"case3
",,,,,fl.,360,,,337,383,F,Eunamius,Divines and Metaphysicians &cc,5,98,103,65,https://en.wikipedia.org/wiki/Eunomius_of_Cyzicus,,Turky,male,Turkey,Asia|Europe
870,Eunapius,"case3
",,,,,fl.,372,,,349,395,H,Eunapius,Historians and Antiquaries Lawyers,21,0,21,65,https://en.wikipedia.org/wiki/Eunapius,,,male,Turkey,Asia|Europe
871,Euphorbus,"case3
",,,,,fl.,-23,,,-46,0,Ph,Euphorbus,Mathematicians &cc Physicians,9,68,77,65,https://en.wikipedia.org/wiki/Euphorbus_(physician),,,male,Unknown,Unknown
872,Euphorion of Chalcis,case5,d. ab.,-220,,,,,ab.,56,164,220,P,Euphorion,Artists Poets,2,42,44,65,https://en.wikipedia.org/wiki/Euphorion_of_Chalcis,,,male,Greece,Europe
873,Euphranor,"case3
",,,,,fl.,-362,,,-385,-339,Pa,Euphranor,Artists Poets,21,42,63,65,https://en.wikipedia.org/wiki/Euphranor,,Turky in Europe,male,Greece,Europe
874,Eupolis,case8,d. af.,-415,,,,,,,370,416,P,Eupolis,Artists Poets,6,42,48,65,https://en.wikipedia.org/wiki/Eupolis,,Turky in Europe,male,Greece,Europe
875,Eupompus,"case3
",,,,,fl.,-400,,,-423,-377,Pa,Eupompus,Artists Poets,17,42,59,65,https://en.wikipedia.org/wiki/Eupompus,,Turky in Europe,male,Greece,Europe
876,Euric of Castile,case2,d.,484,,,,,,,439,484,,Euric,Statesmen and Warriors,18,126,144,65,https://en.wikipedia.org/wiki/Euric,,,missing from OpenRefine results,Unknown,Unknown
877,Euripides,case1,d.,-407,,,,,,70,-477,-407,P,Euripides,Artists Poets,12,42,54,65,https://en.wikipedia.org/wiki/Euripides,,,missing from OpenRefine results,Greece,Europe
878,Eusebius of Nicomedeas,case2,d.,342,,,,,,,297,342,F,Eusebias Ni:,Divines and Metaphysicians &cc,11,98,109,65,https://en.wikipedia.org/wiki/Eusebius_of_Nicomedia,,Italy,male,Unknown,Unknown
879,Eusebius Pamphilus,case5,d. ab.,340,,,,,ab.,70,270,340,H,Eusebius P.,Historians and Antiquaries Lawyers,12,0,12,65,https://en.wikipedia.org/wiki/Eusebius,,Turky in Asia,male,Israel,Asia
880,Eustachius,,,,,,,1550,,,-45,,,Eustachius,Mathematicians &cc Physicians,6,68,74,-99,https://en.wikipedia.org/wiki/Bartolomeo_Eustachi,,Italy,male,Italy,Europe
881,Eustathius,"case3
",,,,,fl.,1161,,,1138,1184,Cr,Eustathius,Orators and Critics &cc,17,22,39,65,https://en.wikipedia.org/wiki/Eustathius_of_Thessalonica,,,male,Byzantine Empire|Latin Empire|Ottoman Empire,Europe|Europe|Asia|Asia|Europe|Africa
882,Euthymius,"case3
",,,,,fl.,1110,,,1087,1133,D,Euthymius Z.,Divines and Metaphysicians &cc,11,98,109,66,https://en.wikipedia.org/wiki/Euthymios_Zigabenos,,,male,Unknown,Unknown
883,Eutropius,"case3
",,,,,fl.,356,,,333,379,H,Eutropius,Historians and Antiquaries Lawyers,15,0,15,66,https://en.wikipedia.org/wiki/Eutropius_(historian),,Italy,missing from OpenRefine results,Unknown,Unknown
884,Eutyches,"case3
",,,,,fl.,451,,,428,474,F,Eutyches,Divines and Metaphysicians &cc,3,98,101,66,https://en.wikipedia.org/wiki/Eutyches,,,male,Unknown,Unknown
885,Eutychius of Alex,case2,d.,950,,,,,,,905,950,H,Eutychius,Historians and Antiquaries Lawyers,11,0,11,66,https://en.wikipedia.org/wiki/Eutychius_of_Alexandria,,Africa,missing from OpenRefine results,Egypt,Africa|Asia
886,Evagrius,case14,,,b.,535,l. af.,595,,,535,618,H,Evagrius,Historians and Antiquaries Lawyers,14,0,14,65,https://en.wikipedia.org/wiki/Evagrius_Scholasticus,,Persia,male,Syria,Asia
887,Evander,"case3
",,,,,fl.,-943,,,-966,-920,,Evander,Statesmen and Warriors,27,126,153,65,https://en.wikipedia.org/wiki/Evander_of_Pallene,,,male,Unknown,Unknown
