NameInIndex,UO_ID,Bio Name,BioSource,Biography,Citation,Region_final,Sex or gender V2,case,VisualCase,IndexLifeCode,DeathPrecision,DeathDate,BornPrecision,BirthDate,Alive precision,AliveDate,LifeLength Precision,LifeLength,aproxBirthDate,aproxDeathDate,Index Category 1,NameOnChart,OnChartCategory,On Chart: Line #,Section starting Line,LineNumber,FullTextPageNum,WikiLink
Aelian,42.0,Aelian (Claudius),Watkins,"A historian and rhetorician, was born in Italy about the year 80 of the Christian era. Though he never left his native country, he became so perfect a master of the Greek language, as to write it with the greatest purity. He taught rhetoric at Rome, under the emperor Antoninus. His Various History is a curious collection of anecdotes, the best editions of which are, those of Perizonius, in 1701, and Gronovius, 1731. His History of Animals is also valuable. His works were collected and published by Gesner at Zurich, in 1556.",,,male,case6,G,d. ab. (LL),d. ab.,140.0,,,,,,60.0,80.0,140.0,H,Aelian,Historians and Antiquaries Lawyers,13.0,0.0,13,41.0,https://en.wikipedia.org/wiki/Aelianus_Tacticus
Aemilian,43.0,Aemilianus (C. Julius),Watkins,"a Moor, who rose from the lowest station to the imperial dignity. He prevailed on the army to elect him emperor, and marched against Gallus, who was slain by his own soldiers, and thus Aemilianus easily obtained the throne; but he did not long enjoy that dignity, being killed by some of his own troops, who gave the crown to Valerian. This happened four months after his accession, in the 46th year of his age.",,,male,case1,C,d. (LL),d.,254.0,,,,,,46.0,208.0,254.0,,Aemilian,Statesmen and Warriors,18.0,127.0,145,41.0,https://en.wikipedia.org/wiki/Aemilianus
Aemilius,44.0,Macer (Aemilius),Watkins,"An ancient latin poet, was born at Verona, and flourished under Augustus. He wrote a poem on birds, serpents and herbs, and another on the ruin of Troy, which are lost. One which passes under his name, on the quality of herbs, is spurious.",,Italy,male,case3,A,fl.,,,,,fl.,-883.0,,,-913.0,-868.0,,,,,,0,41.0,https://en.wikipedia.org/wiki/Aemilius_Macer
"Aemilius, P.",45.0,Aemilius (Paulus),Watkins,"A Roman general. He was born of a noble family about 228 B.C. Having passed through several civil offices with reputation, he obtained a military command, in which he acquired great glory. At the age of 46, he served the office of consul; and when he was 60 he accepted the command of the armies against Perses, king of Macedon, whom he made prisoner, leading him in triumph through Italy, with the king of Illyria his ally. On his arrival at Rome, he obtained a magnificent
triumph, in which Perses and his family led the way. He afterwards served the office of censor, and died universally lamented, in the 64th year of his age.",,Italy,male,case2,D,d.,d.,-160.0,,,,,,,-205.0,-160.0,,,,,,0,41.0,https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_Macedonicus
Aeneas,46.0,,,,,,male,case3,A,fl.,,,,,fl.,-883.0,,,-913.0,-868.0,,Aeneas,Statesmen and Warriors,21.0,127.0,148,41.0,https://en.wikipedia.org/wiki/Aeneas
Aeneas Gazaeus,47.0,Aeneas (Gazeus),Watkins,"A Platonic philosopher, who became a convert to Christianity in the fifth century. He wrote a dialogue on the immortality of the soul, and the resurrection of the body, printed in Greek and Latin, at Basil, 1560, and at Leipsic in 1655.",,Turky in Asia,male,case3,A,fl.,,,,,fl.,490.0,,,460.0,505.0,F,Aeneas Gaza,Divines and Metaphysicians &cc,13.0,99.0,112,41.0,https://en.wikipedia.org/wiki/Aeneas_of_Gaza
Aeneas Sylvius,48.0,Pius II,Watkins,"Was born in 1405 at Corlini in Sienna. In 1431 he became secretary to cardinal Capranica at the council of Basil, and acted in the same capacity to cardinal Albergotti,where he sent him to Scotland to negotiate a peace between England and that country. He afterwards displayed great talents at the council of Basil, which he defended against the pope. The emperor Frederic III, who awarded him the poetic crown, employed him in several embassies; and pope Nicholas V. made him bishop of Triefie, which he quitted for the archbishopric of Sienna. In 1456 he obtained cardinalship, and two years after was elected pope. He began his pontificate by annulling all that he had maintained at the council of Basil; issuing a bull, in which he declared void all appeals from the papal decree to a general council. Pius was preparing a fleet againft the Turks when he died at Ancona in 1464. His principal works are, Memoir of the Council of Basil; History of the Bohemians; two books on Cosmography; Treatise on Education; Poem on the Crucifixion; Letters; Historia rerum ubicumque geftarum; Euryalus and Lucretia, a romance; Memoir of his own Life. They were published at Helmstadt in 1700, folio. His nephew succeeded Alexander VI. as pope in 1503, but died a few weeks after his election. He assumed the name of Pius III.",,Italy,male,case1,C,d. (LL),d.,1464.0,,,,,,58.0,1406.0,1464.0,Po,Aen: Sylvius,Divines and Metaphysicians &cc,24.0,99.0,123,41.0,https://en.wikipedia.org/wiki/Pope_Pius_II
Aenotrus,49.0,,,,,Turky in Europe,male,none,A,liv.,,,,,,-1025.0,,,,0.0,,Aenotrus,Statesmen and Warriors,26.0,127.0,153,-99.0,https://en.wikipedia.org/wiki/Oenotrus
Aeolus,50.0,,,,,,,case3,A,fl.,,,,,fl.,-1013.0,,,-1043.0,-998.0,,Aeolus,Statesmen and Warriors,14.0,127.0,141,41.0,https://en.wikipedia.org/wiki/Aeolus
Aeschines,51.0,Aeschines,Watkins,"An ancient orator, born at Athens, B. C. 397, was the contemporary and rival of Demosthenes; and being vanquished, he went and kept a school at Samos, where he died at the age of 75. There are only three of his orations extant, which are exquisitely beautiful. They were first published by the Aldi in 1613, folio, and several times since.",,Turky in Europe,male,case8,F,d. af.,d. af.,-330.0,,,,,,,-375.0,-329.0,Or,Aeschines,Orators and Critics &cc,13.0,22.0,35,41.0,https://en.wikipedia.org/wiki/Aeschines
Aeschines,52.0,Aeschines,Watkins,"A disciple of Socrates, was the son of a sausage-maker. He went to the court of Dionysius, the tyrant of Sicily; and afterwards kept a school at Athens for his support. His dialogues are so much in the manner of Socrates, that Menedemus charges him with having stolen them from that philosopher. Only three of them are now extant; of which Mr. Le Clerc published a Latin translation, with notes, in 1711, 8vo.",,Turky in Europe,male,case3,A,fl.,,,,,fl.,-400.0,,,-430.0,-385.0,HP Soc,Aeschines,Divines and Metaphysicians &cc,17.0,99.0,116,41.0,https://en.wikipedia.org/wiki/Aeschines
Aeschylus,53.0,Aeschylus,Watkins,"A tragic poet, was born at Athens B. C. 460. He was in the sea-fight at Salamis, in which his brother Aminias gallantly distinguished himself. Aelian relates, that Aeschylus, being accused of blasphemy, was sentenced to be stoned to death; on which his brother exhibited his arm which had lost a hand at Salamis, and thereby made such an impression on the judges, that they immediately pardoned Aeschylus. This behaviour of his countrymen, added to the resentment which he felt on the preference shewn to the pieces of Sophocles, induced him to retire to Sicily. It is said that he died of a fracture in his skull, occasioned by an eagle letting fall a tortoise from a great height on his head; this was in the 69th year of his age. The Sicilians interred him magnificently near the river Gela. Aeschylus wrote many plays, of which only seven are extant. He has a noble boldness of expression and a lofty imagination, but is frequently bombastic, and so obscure as to be hardly understood. The best edition is that of Stanley, printed first at London in 1663, folio, and since by Paaw, at the Hague, 2 tom. 4to. 1745. Mr. Potter published an elegant translation of Aeschylus, in English verse, in 1777.",,,male,case1,C,d. (LL),d.,-456.0,,,,,,69.0,-525.0,-456.0,P,Aeschylus,Artists Poets,10.0,43.0,53,41.0,https://en.wikipedia.org/wiki/Aeschines_of_Sphettus
Aesculapius,54.0,,,,,,male,case2,D,d.,d.,-927.0,,,,,,,-972.0,-927.0,Ph,Aesculapius,Mathematicians &cc Physicians,4.0,69.0,73,41.0,https://en.wikipedia.org/wiki/Asclepius
Aesop,55.0,"Aesop, the Fabulist",Watkins,"The fabulist, was a Phrygian by birth, and lived in the time of Solon about 600 years B. C. The life of him by Planudes, an eastern monk, is confessedly fabulous, and indeed his whole history is extremely obscure, not excepting the account of him by Plutarch. All that seems worthy of credit in the different writers who have treated of him is, that he was first bought as a slave by an Athenian, from whom he learned the Greek language, and then passed successively into the service of Xanthus and Idmon, both of the isle of Samos. The latter gave him his freedom, on which he was retained by Croesus. He is said to have been put to death by the Delphians, for some remarks he passed on their licentiousness. Great respect was paid to his memory, and his fables have been universally held in esteem; but it must be confessed that a great part of the fables which pass under his name have an eastern origin; and indeed there are so many striking coincidences between what isrelated of Aesop, and of Lokman, as to induce a strong suspicion that they were one and the same person. Aesop's fables were first published at Milan, in 1476, folio, which edition now bears an exorbitant price. But the first Greek edition is reckoned that of 1480, 4to.
",,,male,case2,E,d. ab.,d. ab.,-561.0,,,,,,,-606.0,-561.0,HP,Aesop,Divines and Metaphysicians &cc,11.0,99.0,110,42.0,https://en.wikipedia.org/wiki/Aesop
Aesopus,56.0,Aesopus (Clodius),Watkins,"A famous actor, who lived about the 670th year of Rome. He had the honour of instructing Cicero in oratory. Aesopus was a great epicure, and at an entertainment is said to have had a dish of singing birds which cost above 800/. His son was also noticed for his luxuriousness; and Horace says, that he swallowed a pearl of great value dissolved in vinegar. He died, not withstanding his epicurism, worth above 160,000/.",,,male,case3,A,fl.,,,,,fl.,-50.0,,,-80.0,-35.0,Act,Aesopus,Artists Poets,21.0,43.0,64,42.0,https://en.wikipedia.org/wiki/Clodius_Aesopus
Aetius,57.0,Aetius,Watkins,"A famous general in the reign of Valentinan III. He was brought up in the emperor's guards, and after the battle of Pollentia, in 403, was delivered as a hostage to Alaric, and next to the Huns. On the death of Honorius he sided with the usurper John, for whose service he engaged an army of Huns. He was afterwards taken into favour by Valentinian, who gave him the title of count. Being jealous of the power of Boniface, governor of Africa, he secretly advised his recal, and at the same time counselled him not to obey the mandate. This occasioned a revolt, which produced an irruption of the Vandals into that province. The treachery of Aetius being discovered, a war ensued between him and Boniface, in which the latter was slain. Aetius retired among the Huns, and returning with a large army, so alarmed Placidia, mother of Valentinian, that she put herself into his power. He defended the declining empire with great bravery, and compelled Attila to retire beyond the Rhine. But Valentinian being suspicious that he had a design upon the throne, stabbed him in 454.",,Turky in Europe,male,case2,D,d.,d.,454.0,,,,,,,409.0,454.0,,Aetius,Statesmen and Warriors,12.0,127.0,139,42.0,https://en.wikipedia.org/wiki/Flavius_Aetius
Aetius Amidenus,58.0,Aetius,Watkins,"A physician of Mesopotamia, who wrote on the diseases of women, and other works, which are extant in Greek. He is supposed to have been a Christian, and lived in the sixth century.",,Turky in Asia,male,case3,A,fl.,,,,,fl.,600.0,,,570.0,615.0,Ph,,,,,0,42.0,https://en.wikipedia.org/wiki/A%C3%ABtius_of_Amida
Aetolus,59.0,,,,,,male,none,A,liv.,,,,,,-1000.0,,,,0.0,,Aetolus,Statesmen and Warriors,27.0,127.0,154,-99.0,https://en.wikipedia.org/wiki/Endymion_(mythology)
Afer Domitius,60.0,Afer (Domitius),Watkins,"An ancient orator, was a native of Nismes, and obtained the pratorship of Rome; but being disappointed of further promotion, he turned informer against Claudia Pulchra, cousin of Agrippa, and gained the cause, which procured him the favour of Tiberius. Quintilian mentions two books of his on witnesses. He brought himself into a dilemma by an inscription which he put upon a statue of Caligula, mentioning that he had been a second time consul at the age of twenty-two. This was meant for an encomium, but the emperor resented it as a sarcasm, and made a violent speech in the senate against the author. Afer, instead of Replying, supplicated pardon, saying, that he feared less the emperor's power than his eloquence, which flattery so pleased Caligula, that he raised him to the consular dignity. He died A. D. 59.",,France,male,case2,E,d. ab.,d. ab.,60.0,,,,,,,15.0,60.0,Cr,Afer Dom:,Orators and Critics &cc,13.0,22.0,35,42.0,https://en.wikipedia.org/wiki/Domitius_Afer
Afranius,61.0,Afranius,Watkins,"A comic poet, lived about 100 years B. C. He wrote some Latin comedies, of which only a few fragments remain.",,Italy,male,case3,A,fl.,,,,,fl.,-100.0,,,-130.0,-85.0,P,Afranius,Artists Poets,1.0,43.0,44,42.0,https://en.wikipedia.org/wiki/Lucius_Afranius_(poet)
Africanus Julius,62.0,Africanus (Julius),Watkins,"The author of a chronicle, of which a fragment is extant in Eusebius. He also wrote a letter to Origen, exposing the story of Susannah as a forgery; and another, in which he reconciled St. Matthew and St. Luke's genealogies of our Saviour.",,Turky in Asia,male,case2,E,d. ab.,d. ab.,232.0,,,,,,,187.0,232.0,H,J. Africanus,Historians and Antiquaries Lawyers,16.0,0.0,16,42.0,https://en.wikipedia.org/wiki/Sextus_Julius_Africanus
Agamemnon,63.0,Agamemnon,Aikin,"The story of this early Grecian monarch is less intermixed with fabulous or incredible circumstances than that of most of the heroes engaged in the Trojan war. He was the son according to Homer, the grandson according to Herodotus, of Atreus, whom he succeeded in the realms of Argos and Mycenae. On account of the comparative extent and power of his dominions, he was chosen supreme commander of the confederate army destined against Troy, which expedition commenced, according to the Usherian chronology, 1194 years B.C.. On arriving with the fleet at Aulis, the winds for a long time proved contrary; when, in conformity to the cruel superstition of such an age, the soothsayer Calchas enjoined the sacrifice of Agamemnon's daughter Iphigenia, as a propitiatory offering to Diana. His compliance with the barbarous order is said to have been the cause of the fatal hatred of his wife Clytaemnestni towards him. During the long war with Troy he fulfilled the duties of a prince and general, though his unjust treatment of Achilles, in taking from him Briseïs, was the cause of many evils to the Greeks. On his return, bringing with him Cassandra, the daughter of Priam, as a concubine, he was received with a treacherous welcome by Clytaemnestra, who had formed a guilty connection with Egisthus, and was assassinated by that prince, his relation, his own wife assisting in the deed, and triumphing in her vengeance. His son Orestes afterwards took revenge on the murderers; and the events of horror afforded by the history of this family have been favourite subjects of the tragic muse of ancient Greece, and its imitators in modern times.",,,male,case8,F,d. af.,d. af.,-904.0,,,,,,,-949.0,-903.0,,Agamemnon,Statesmen and Warriors,24.0,127.0,151,42.0,https://en.wikipedia.org/wiki/Agamemnon
Agathemer,64.0,Agathemer (Orthonis),Watkins,"The author of a ""Compendium of Geography,"" in Greek, which was published by Hudson, at Oxford, in 1703.",,Africa,male,case13,B,fl. ab.,,,,,fl. ab.,200.0,,,170.0,215.0,Geo,Agathemer,Historians and Antiquaries Lawyers,11.0,0.0,11,42.0,https://en.wikipedia.org/wiki/Agathemerus
Agathias,65.0,Agathias,Watkins,"A Greek historian of the 6th century, is supposed by some to have been a Christian. He wrote a history of the reign of Justinian, which was printed in Greek and Latin, at Leyden, in 1594, and at Paris in 1658.",,,male,case3,A,fl.,,,,,fl.,565.0,,,535.0,580.0,H,Agathias,Historians and Antiquaries Lawyers,18.0,0.0,18,42.0,https://en.wikipedia.org/wiki/Agathias
Agathocles,66.0,Agathocles,Watkins,"The Sicilian tyrant, was the son of a potter; and became successively a thief, a soldier, centurion, general, and pirate. Having defeated the Carthaginians, he proclaimed himself king of Syracuse, and at length of all Sicily. His soldiers, on. account of arrears, obliged him to fly from his camp, and murdered his children, whom he had left behind. Returning afterwards with a strong force, he put to death the mutineers, with their wives and children. He died of poison, at the age of seventy-two, B. C. 289, having reigned twenty-eight years.",,,male,case1,C,d. (LL),d.,-289.0,,,,,,72.0,-361.0,-289.0,,Agathocles,Statesmen and Warriors,19.0,127.0,146,42.0,https://en.wikipedia.org/wiki/Agathocles_of_Syracuse
Agesilaus,67.0,Agesilaus,Watkins,"King of Sparta, succeeded his brother Agis, and was appointed general of Greece in the Peloponnesian war, which was then raging. He acquired great renown by his exploits against the Persians. While he was pursuing the path of glory, intrigues were formed against him, and he was recalled. He was afterwards engaged against the Thebans and Athenians, but was defeated by Epaminondas, who lost his life at the instant of victory. He next went to assist Tachos in his attempt to obtain the throne of Egypt, but was bribed to go over to the side of Nectanabis, his antagonist. He died on his return, on the coast of Africa, B. C. 362.",,Turky in Europe,male,case1,C,d. (LL),d.,-361.0,,,,,,84.0,-445.0,-361.0,,Agesilaus,Statesmen and Warriors,7.0,127.0,134,42.0,https://en.wikipedia.org/wiki/Agesilaus_II
